id,host_id,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_365,number_of_reviews,availability_eoy,estimated_occupancy_l365d,review_scores_rating,review_scores_communication,review_scores_location,instant_bookable,calculated_host_listings_count,amenities_number,number_of_private_bathrooms,number_of_shared_bathrooms,estimated_response_time_hours,host_response_time:a few days or more,host_response_time:within a day,host_response_time:within a few hours,host_response_time:within an hour,neighbourhood_cleansed:Ang Mo Kio,neighbourhood_cleansed:Bedok,neighbourhood_cleansed:Bishan,neighbourhood_cleansed:Bukit Batok,neighbourhood_cleansed:Bukit Merah,neighbourhood_cleansed:Bukit Panjang,neighbourhood_cleansed:Bukit Timah,neighbourhood_cleansed:Central Water Catchment,neighbourhood_cleansed:Changi,neighbourhood_cleansed:Choa Chu Kang,neighbourhood_cleansed:Clementi,neighbourhood_cleansed:Downtown Core,neighbourhood_cleansed:Geylang,neighbourhood_cleansed:Hougang,neighbourhood_cleansed:Jurong East,neighbourhood_cleansed:Jurong West,neighbourhood_cleansed:Kallang,neighbourhood_cleansed:Marina South,neighbourhood_cleansed:Marine Parade,neighbourhood_cleansed:Museum,neighbourhood_cleansed:Newton,neighbourhood_cleansed:Novena,neighbourhood_cleansed:Orchard,neighbourhood_cleansed:Outram,neighbourhood_cleansed:Pasir Ris,neighbourhood_cleansed:Punggol,neighbourhood_cleansed:Queenstown,neighbourhood_cleansed:River Valley,neighbourhood_cleansed:Rochor,neighbourhood_cleansed:Sembawang,neighbourhood_cleansed:Sengkang,neighbourhood_cleansed:Serangoon,neighbourhood_cleansed:Singapore River,neighbourhood_cleansed:Southern Islands,neighbourhood_cleansed:Tampines,neighbourhood_cleansed:Tanglin,neighbourhood_cleansed:Toa Payoh,neighbourhood_cleansed:Western Water Catchment,neighbourhood_cleansed:Woodlands,neighbourhood_cleansed:Yishun,neighbourhood_group_cleansed:Central Region,neighbourhood_group_cleansed:East Region,neighbourhood_group_cleansed:North Region,neighbourhood_group_cleansed:North-East Region,neighbourhood_group_cleansed:West Region,property_type:Boat,property_type:Entire condo,property_type:Entire guest suite,property_type:Entire guesthouse,property_type:Entire home,property_type:Entire loft,property_type:Entire rental unit,property_type:Entire serviced apartment,property_type:Entire townhouse,property_type:Private room,property_type:Private room in barn,property_type:Private room in bed and breakfast,property_type:Private room in bungalow,property_type:Private room in casa particular,property_type:Private room in castle,property_type:Private room in condo,property_type:Private room in earthen home,property_type:Private room in guest suite,property_type:Private room in guesthouse,property_type:Private room in home,property_type:Private room in hostel,property_type:Private room in loft,property_type:Private room in rental unit,property_type:Private room in serviced apartment,property_type:Private room in townhouse,property_type:Private room in train,property_type:Private room in vacation home,property_type:Private room in villa,property_type:Room in aparthotel,property_type:Room in boutique hotel,property_type:Room in hostel,property_type:Room in hotel,property_type:Room in serviced apartment,property_type:Shared room in bed and breakfast,property_type:Shared room in boutique hotel,property_type:Shared room in dome,property_type:Shared room in guesthouse,property_type:Shared room in hostel,property_type:Shared room in hotel,property_type:Shared room in rental unit,property_type:Tiny home,room_type:Entire home/apt,room_type:Hotel room,room_type:Private room,room_type:Shared room
674976333260485967,469397382,0.7979322638146167,0.98,False,25,True,True,1.2826499255069166,103.84601689875126,3,0.0,2.0,1.0,314.0,6,365,6.0,6.0,365.0,365.0,6.0,365.0,122,4,0,0,5.0,5.0,5.0,True,24,19,0.0,0.0,14.3373440285205,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
675508190285378956,128980349,0.7979322638146167,0.7049006010171058,False,1,True,True,1.312577316963662,103.9005714177828,2,1.0,1.0,1.0,147.0,92,730,92.0,92.0,730.0,730.0,92.0,730.0,83,0,0,0,4.204690769588468,3.7979322638146167,4.611449275362319,False,1,21,1.0,0.0,14.3373440285205,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
675675863101369478,469397382,0.7979322638146167,0.98,False,25,True,True,1.2826499255069166,103.84601689875126,2,1.0,1.0,1.0,240.0,6,365,6.0,6.0,365.0,365.0,6.0,365.0,122,9,0,12,4.33,4.67,4.56,True,24,24,1.0,0.0,14.3373440285205,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
675682174089655665,469397382,0.7979322638146167,0.98,False,25,True,True,1.2826499255069166,103.84601689875126,4,2.0,2.0,2.0,429.0,6,365,6.0,6.0,365.0,365.0,6.0,365.0,122,9,0,24,4.44,4.67,5.0,True,24,22,2.0,0.0,14.3373440285205,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
675861895939638629,469397382,0.7979322638146167,0.98,False,25,True,True,1.28265,103.84602,4,1.0,1.0,1.0,324.0,6,365,6.0,6.0,365.0,365.0,6.0,365.0,122,4,0,12,3.0,4.25,4.5,True,24,15,1.0,0.0,14.3373440285205,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
675870259202962455,469397382,0.7979322638146167,0.98,False,25,True,True,1.28168,103.84673,4,1.0,2.0,2.0,419.0,6,365,6.0,6.0,365.0,365.0,6.0,365.0,122,17,0,60,4.35,4.71,4.71,True,24,23,1.0,0.0,14.3373440285205,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
676406619582870756,469397382,0.7979322638146167,0.98,False,25,True,True,1.2826499255069166,103.84601689875126,2,1.0,1.0,1.0,240.0,6,365,6.0,6.0,365.0,365.0,6.0,365.0,122,3,0,12,3.67,4.0,5.0,True,24,17,1.0,0.0,14.3373440285205,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
678593171153227327,469397382,0.7979322638146167,0.98,False,25,True,True,1.28175,103.84576,3,1.0,1.0,2.0,314.0,6,365,6.0,6.0,365.0,365.0,6.0,365.0,122,9,0,12,4.33,4.44,4.67,True,24,19,1.0,0.0,14.3373440285205,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
680200338974500186,469397382,0.7979322638146167,0.98,False,25,True,True,1.28167,103.84685,3,0.0,2.0,1.0,314.0,6,365,6.0,6.0,365.0,365.0,6.0,365.0,122,4,0,0,4.5,4.25,5.0,True,24,14,0.0,0.0,14.3373440285205,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
680202927132447699,469397382,0.7979322638146167,0.98,False,25,True,True,1.2835,103.84557,3,1.0,1.0,1.0,314.0,6,365,6.0,6.0,365.0,365.0,6.0,365.0,122,3,0,0,3.67,4.33,4.33,True,24,18,1.0,0.0,14.3373440285205,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
683854645825177827,472683862,1.0,0.7049006010171058,False,2,True,True,1.3194233,103.8460761,6,1.0,1.0,2.0,200.0,92,365,92.0,92.0,365.0,365.0,92.0,365.0,261,0,0,0,4.351148648648649,4.0,4.702297297297298,False,1,22,1.0,0.0,24.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
685013587030266236,469397382,0.7979322638146167,0.98,False,25,True,True,1.28217,103.84692,3,1.0,1.0,1.0,314.0,6,365,6.0,6.0,365.0,365.0,6.0,365.0,122,7,0,0,4.43,4.14,5.0,True,24,23,1.0,0.0,14.3373440285205,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
685023601050841599,469397382,0.7979322638146167,0.98,False,25,True,True,1.282649925930471,103.84601689875126,4,1.0,2.0,3.0,419.0,6,365,6.0,6.0,365.0,365.0,6.0,365.0,122,10,0,12,4.1,4.5,4.5,True,24,23,1.0,0.0,14.3373440285205,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
685971733066763213,3706701,0.7979322638146167,0.7049006010171058,False,4,True,True,1.32762,103.94637,2,1.0,1.0,1.0,140.0,92,365,92.0,92.0,365.0,365.0,92.0,365.0,365,0,95,0,4.210933345022062,3.7979322638146167,4.623934426229508,True,1,11,1.0,0.0,14.3373440285205,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
688622666501777611,469397382,0.7979322638146167,0.98,False,25,True,True,1.282649925930471,103.84601689875126,4,0.0,2.0,2.0,419.0,6,365,6.0,6.0,365.0,365.0,6.0,365.0,122,2,0,0,2.5,3.0,3.5,True,24,23,0.0,0.0,14.3373440285205,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
690173353285048045,138649185,0.74,0.12,False,885,True,True,1.31928,103.76115,3,1.0,2.0,2.0,295.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,364,0,94,0,4.17,3.74,4.6,False,219,34,1.0,0.0,24.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
690829460604577382,2407589,0.0,0.0,False,2,True,True,1.347686,103.771792,2,1.0,2.0,2.0,76.0,92,360,92.0,92.0,360.0,360.0,92.0,360.0,301,0,31,0,3.375,2.5,4.25,False,1,47,0.0,1.0,48.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
691733988252942677,37964493,1.0,0.33,False,6,True,True,1.4123699,103.835094,2,1.5,1.0,1.0,70.0,92,999,92.0,92.0,999.0,999.0,92.0,999.0,365,1,95,0,2.0,5.0,5.0,False,6,38,0.0,1.5,24.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
694094996634001422,25668648,0.67,0.7049006010171058,False,5,True,True,1.33071,103.94424,2,1.0,1.0,1.0,78.0,92,365,92.0,92.0,365.0,365.0,92.0,365.0,358,1,88,0,5.0,5.0,5.0,True,1,24,1.0,0.0,1.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
694577313257572204,138649185,0.74,0.12,False,885,True,True,1.32551,103.85063,2,1.0,1.0,1.0,295.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,364,0,94,0,4.221148648648649,3.74,4.702297297297298,False,219,33,1.0,0.0,24.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
696253795962998334,24496358,1.0,0.86,True,52,True,True,1.3185236,103.8475129,4,1.0,1.0,3.0,284.0,6,365,6.0,6.0,365.0,365.0,6.0,365.0,333,6,71,72,5.0,5.0,4.83,False,51,31,1.0,0.0,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
698050146882892963,25185912,1.0,0.88,True,19,True,True,1.36994,103.86533,1,1.0,1.0,1.0,55.0,92,365,92.0,92.0,365.0,365.0,92.0,365.0,365,0,95,0,4.628333333333334,5.0,4.256666666666667,True,18,4,1.0,0.0,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
701085941036328384,138649185,0.74,0.12,False,885,True,True,1.28456,103.83399,2,1.0,1.0,1.0,235.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,364,0,94,0,4.208695652173914,3.74,4.677391304347826,False,219,29,1.0,0.0,24.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
701163182645910620,138649185,0.74,0.12,False,885,True,True,1.28443,103.83375,2,1.0,1.0,1.0,180.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,364,0,94,0,4.208695652173914,3.74,4.677391304347826,False,219,27,1.0,0.0,24.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
701775603166450047,138649185,0.74,0.12,False,885,True,True,1.28608,103.83456,2,1.0,1.0,1.0,205.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,364,0,94,0,4.208695652173914,3.74,4.677391304347826,False,219,26,1.0,0.0,24.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
703934454801368238,138649185,0.74,0.12,False,885,True,True,1.2844,103.83387,2,1.0,1.0,1.0,200.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,364,0,94,0,4.208695652173914,3.74,4.677391304347826,False,219,27,1.0,0.0,24.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
706165133122408093,138649185,0.74,0.12,False,885,True,True,1.28539,103.83593,2,1.0,1.0,1.0,292.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,364,0,94,0,4.281898734177215,3.74,4.82379746835443,False,219,26,1.0,0.0,24.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
707565204178349010,109741357,1.0,0.99,True,13,True,True,1.2784193510925688,103.86193382266596,4,1.0,1.0,2.0,747.0,1,365,1.0,1.0,365.0,1125.0,1.0,920.9,47,65,45,174,4.89,4.97,4.94,True,11,46,1.0,0.0,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
712103299601725785,138649185,0.74,0.12,False,885,True,True,1.27636,103.84144,2,1.0,1.0,2.0,200.0,30,730,30.0,30.0,730.0,730.0,30.0,730.0,364,0,94,0,4.281898734177215,3.74,4.82379746835443,False,219,30,1.0,0.0,24.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
713931790395344585,109741357,1.0,0.99,True,13,True,True,1.278346046859261,103.8619183054042,4,1.0,1.0,2.0,706.0,1,365,1.0,1.0,365.0,1125.0,1.0,920.9,50,25,47,60,4.88,5.0,4.96,True,11,40,1.0,0.0,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
714100989959146472,138649185,0.74,0.12,False,885,True,True,1.31748,103.84814,2,1.0,1.0,1.0,250.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,358,0,88,0,4.221148648648649,3.74,4.702297297297298,False,219,30,1.0,0.0,24.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
714890700458918945,469397382,0.7979322638146167,0.98,False,25,True,True,1.28353,103.84574,3,1.0,1.0,1.0,303.0,6,365,6.0,6.0,365.0,365.0,6.0,365.0,122,2,0,0,4.0,5.0,5.0,True,24,24,1.0,0.0,14.3373440285205,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
716283486212132297,109741357,1.0,0.99,True,13,True,True,1.2783339659926565,103.86197060272994,4,1.0,1.0,2.0,743.0,1,365,1.0,1.0,365.0,1125.0,1.0,920.9,52,12,50,30,4.92,5.0,4.92,True,11,31,1.0,0.0,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
719821104611749511,32232191,1.0,1.0,False,3,True,True,1.2937,103.82949,1,1.5,1.0,1.0,108.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,363,4,93,0,5.0,5.0,5.0,False,3,38,1.5,0.0,24.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
720065272403972550,138649185,0.74,0.12,False,885,True,True,1.30143,103.90051,2,1.0,1.0,1.0,221.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,364,0,94,0,4.256166666666667,3.74,4.772333333333333,False,219,26,1.0,0.0,24.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
721480577716308823,138649185,0.74,0.12,False,885,True,True,1.29959,103.90053,2,1.0,1.0,1.0,282.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,364,1,94,0,3.0,4.0,4.0,False,219,27,1.0,0.0,24.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
724214731254895787,16840994,0.7979322638146167,1.0,False,4,True,True,1.33738,103.92821,4,2.0,2.0,2.0,220.0,92,180,92.0,92.0,1125.0,1125.0,92.0,1125.0,253,2,0,255,5.0,5.0,5.0,False,1,41,2.0,0.0,14.3373440285205,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
725927989859971677,477357070,0.0,0.7049006010171058,False,6,False,True,1.43283,103.79243,2,1.0,1.0,1.0,93.0,92,365,92.0,92.0,365.0,365.0,92.0,365.0,365,0,95,0,3.58375,2.5,4.6675,False,5,9,1.0,0.0,48.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
